id,qa_type,question,question_words,question_chars,answer_words,num_source_articles,answerable,missing_source_id,keyword_who,keyword_when,keyword_where,keyword_how_many,keyword_why,keyword_what
215554_3,cause_effect,Vì sao đội cứu hộ phải di chuyển bằng đường bộ suốt đêm để đến hiện trường vụ gấu tấn công?,21,91,15,1,True,False,False,False,False,False,True,False
215554_4,entity_role,Bà Kim Titchener đóng vai trò gì trong việc cung cấp thông tin về vụ việc và các số liệu liên quan đến gấu?,24,107,47,1,True,False,False,False,False,False,False,False
215554_5,unanswerable,"Danh tính cụ thể (tên, tuổi) của cặp vợ chồng nạn nhân trong vụ tấn công là gì?",18,79,0,1,False,False,False,False,False,False,False,True
117335_1,factoid,Chi phí để phẫu thuật rút gel và tái tạo lại vòng 1 cho Chu Ai Vy sau sự cố bể túi ngực là bao nhiêu?,26,101,5,1,True,False,True,False,False,True,False,False
117335_2,event_summary,Sự cố thẩm mỹ nào đã xảy ra với ca sĩ Chu Ai Vy và cô đã khắc phục hậu quả ra sao?,23,82,46,1,True,False,True,False,False,False,False,False
117335_3,cause_effect,Vì sao Chu Ai Vy quyết định phẫu thuật vòng 1 dù đã tập thể dục rất nhiều?,18,74,34,1,True,False,True,False,False,False,True,False
117335_4,comparison,Phong cách thời trang và mái tóc của Chu Ai Vy hiện tại khác biệt như thế nào so với trước đây?,22,95,33,1,True,False,True,False,False,False,False,False
117335_5,unanswerable,Chu Ai Vy đã chi bao nhiêu tiền cho việc thay đổi màu tóc và mua sắm trang phục ôm sát cơ thể?,23,94,0,1,False,False,True,False,False,True,False,False
126018_1,factoid,Đội Trường ĐH Ngân hàng nằm cùng bảng với những đội nào tại giải TNSV THACO Cup 2025?,18,85,25,1,True,False,False,False,False,False,False,False
126018_2,event_summary,Nội dung chính của bài báo về đội Trường ĐH Ngân hàng trước thềm TNSV THACO Cup 2025 là gì?,20,91,57,1,True,False,False,False,False,False,False,True
126018_3,cause_effect,Nguyên nhân nào khiến các cầu thủ đội Trường ĐH Ngân hàng gặp khó khăn về mặt chuyên môn khi thi đấu trên sân 11 người?,26,119,46,1,True,False,False,False,False,False,True,False
126018_4,entity_role,Vai trò của HLV Chí Tiến đối với đội Trường ĐH Ngân hàng trong quá trình chuẩn bị cho giải đấu được thể hiện như thế nào?,27,121,46,1,True,False,False,False,False,False,False,False
126018_5,unanswerable,Đội Trường ĐH Ngân hàng đã đạt được thành tích cụ thể nào ở hai lần tham dự TNSV THACO Cup trước đó?,23,100,0,1,False,False,False,False,False,False,False,False
34123_1,factoid,Cô gái họ Li đã bán số trang sức trộm được của mẹ với giá bao nhiêu tiền?,18,73,6,1,True,False,False,False,False,True,False,False
34123_2,event_summary,Sự việc cô gái tuổi teen trộm trang sức của mẹ ở Thượng Hải đã diễn ra như thế nào và kết quả ra sao?,25,101,53,1,True,False,False,False,False,False,False,False
34123_3,cause_effect,Nguyên nhân nào khiến cô gái họ Li quyết định mang số trang sức trị giá tiền tỉ đi bán với giá rẻ mạt?,24,102,41,1,True,False,False,False,False,False,True,False
34123_4,comparison,Cộng đồng mạng có những quan điểm trái chiều nào về trách nhiệm trong vụ việc cô gái tuổi teen trộm trang sức?,23,110,55,1,True,False,False,False,False,False,False,False
34123_5,unanswerable,Bà Wang đã áp dụng biện pháp giáo dục cụ thể nào đối với cô con gái họ Li sau khi cảnh sát thu hồi lại số trang sức?,29,116,0,1,False,False,False,False,False,False,False,False
14857_1,factoid,Doanh thu phòng vé Hong Kong năm 2024 đạt bao nhiêu và giảm bao nhiêu phần trăm so với năm trước?,21,97,19,1,True,False,False,False,False,True,False,False
14857_2,event_summary,Thí sinh Cao Minh Hy đã tố cáo những gì đối với nhà sản xuất chương trình Miss International Queen Vietnam 2025?,22,112,47,1,True,False,False,False,False,False,False,True
14857_3,entity_role,Đồng đạo diễn Basel Adra có vai trò gì và ông đưa ra nhận định nào về nguyên nhân vụ việc đạo diễn Hamdan Ballal bị tấn công?,28,125,38,1,True,False,False,False,False,False,True,False
14857_4,comparison,Số lượng phim được sản xuất tại Hong Kong hiện tại có sự thay đổi như thế nào so với thời kỳ hoàng kim thập niên 1980 - 1990?,29,125,30,1,True,False,False,False,False,True,False,False
14857_5,unanswerable,Tên bộ phim cụ thể của Marvel bị cho là 'bắt chước' phong cách của hãng phim A24 là gì?,20,87,0,1,False,False,False,False,False,False,False,True
192647_1,factoid,Giá vàng miếng SJC được 4 ngân hàng thương mại nhà nước công bố ở mức nào trong phiên thứ 27 liên tiếp?,23,103,3,1,True,False,False,False,False,False,False,False
192647_2,event_summary,Diễn biến chính của thị trường vàng trong nước và thế giới cùng với triển vọng giá vàng trong ngắn hạn được tóm tắt như thế nào trong bài?,29,138,50,1,True,False,False,False,False,False,False,False
192647_3,cause_effect,Nguyên nhân nào khiến giá vàng thế giới có thời điểm tăng vọt lên gần 2.425 USD/ounce?,17,86,34,1,True,False,False,False,False,False,True,False
192647_4,entity_role,Ngân hàng Trung ương Trung Quốc (PBoC) được ví von như thế nào và hành động của tổ chức này có vai trò tác động ra sao đến thị trường vàng?,31,139,35,1,True,False,False,False,False,False,False,False
192647_5,unanswerable,Ngân hàng Nhà nước Việt Nam đã thực hiện những biện pháp can thiệp cụ thể nào để thu hẹp khoảng cách chênh lệch hơn 3 triệu đồng/lượng giữa giá vàng trong nước và thế giới?,36,172,0,1,False,False,False,False,False,False,False,False
200506_1,factoid,Mỗi năm anh Nguyễn Văn Nhựt Khanh xuất bán ra thị trường khoảng bao nhiêu con rắn giống và với mức giá nào?,23,107,13,1,True,False,False,False,False,True,False,False
200506_2,event_summary,Mô hình nuôi rắn của anh Nguyễn Văn Nhựt Khanh mang lại kết quả kinh tế và sức ảnh hưởng như thế nào được tóm tắt trong bài?,28,124,46,1,True,False,False,False,False,False,False,False
200506_3,comparison,Giữa rắn ri voi và rắn ri cá có những điểm khác biệt nào về thói quen ăn uống và đặc điểm màu sắc?,24,98,39,1,True,False,False,False,False,False,False,False
200506_4,cause_effect,Tại sao anh Khanh phải chờ rắn con nuôi được hơn 1 tháng tuổi và ngừa bệnh đường ruột rồi mới xuất bán cho khách?,25,113,12,1,True,False,False,False,False,False,True,False
200506_5,unanswerable,Anh Khanh sử dụng loại hóa chất hoặc thuốc kháng sinh cụ thể nào để xử lý nguồn nước và ngừa bệnh đường ruột cho rắn?,26,117,0,1,False,False,False,False,False,False,False,False
43996_1,factoid,"Theo số liệu của Bộ Giáo dục Hàn Quốc, đến năm 2020, bình quân mỗi trường phổ thông nước này có bao nhiêu bản sách?",25,115,6,1,True,False,False,False,False,True,False,False
43996_2,event_summary,Bài báo đề xuất những giải pháp cốt lõi nào để thay đổi thực trạng thư viện trường học ở Việt Nam hiện nay?,24,107,37,1,True,False,False,False,False,False,False,False
43996_3,comparison,"Theo bài viết, chi phí để xây dựng một thư viện số với vài nghìn đầu sách được so sánh tương đương với chi phí của hạng mục nào?",29,128,8,1,True,False,False,False,False,False,False,False
43996_4,cause_effect,Thực trạng thủ thư ở Việt Nam thường chỉ là người 'giữ phòng' kiêm nhiệm dẫn đến hệ quả gì cho hoạt động thư viện?,25,114,39,1,True,False,False,False,False,False,False,False
43996_5,unanswerable,"Bộ Giáo dục và Đào tạo đã phân bổ ngân sách cụ thể bao nhiêu tỷ đồng để xây dựng thư viện số cho các trường học đang phải đi nhờ, mượn phòng?",33,141,0,1,False,False,False,False,False,True,False,False
47286_1,factoid,Sở Khoa học và Công nghệ Quảng Trị đang định hướng xây dựng cổng thông tin nào để cung cấp dữ liệu phục vụ người dân và doanh nghiệp tìm hiểu cơ hội đầu tư?,35,156,7,1,True,False,False,False,False,False,False,False
47286_2,event_summary,Phong trào 'Bình dân học vụ số' tại tỉnh Quảng Trị được phát động với quy mô và mục tiêu như thế nào?,23,101,43,1,True,False,False,False,False,False,False,False
47286_3,entity_role,Trang Zalo Official Hỗ trợ doanh nghiệp Quảng Trị đóng vai trò gì trong chiến lược chuyển đổi số của Sở Khoa học và Công nghệ?,26,126,33,1,True,False,False,False,False,False,False,False
47286_4,cause_effect,Việc số hóa toàn bộ thủ tục hành chính liên quan đến hoạt động đầu tư mang lại hệ quả gì cho doanh nghiệp khi thực hiện đăng ký?,29,128,29,1,True,False,False,False,False,False,False,False
47286_5,unanswerable,Tổng kinh phí mà tỉnh Quảng Trị đã phê duyệt để xây dựng và vận hành Cổng dữ liệu mở là bao nhiêu?,23,98,0,1,False,False,False,False,False,True,False,False
236590_1,factoid,Tay đua nào đã cán đích đầu tiên ở chặng thứ 16 cúp truyền hình TP.HCM với thời gian 59 phút 29 giây?,23,101,6,1,True,False,False,False,False,False,False,False
236590_2,event_summary,Sự việc gây tranh cãi nào đã xảy ra trong cuộc nước rút ở chặng thứ 16 cúp xe đạp truyền hình TP.HCM?,23,101,38,1,True,False,False,False,False,False,False,False
236590_3,cause_effect,Hành động tì đè của Nguyễn Tấn Hoài đã gây ra hệ quả gì cho Nguyễn Văn Bình trong cuộc nước rút?,22,96,30,1,True,False,False,False,False,False,False,False
236590_4,entity_role,Vai trò của các trọng tài được thể hiện như thế nào sau tình huống va chạm giữa Nguyễn Tấn Hoài và Nguyễn Văn Bình?,25,115,24,1,True,False,False,False,False,False,False,False
236590_5,unanswerable,Có bao nhiêu tay đua chính thức đăng ký tham gia chặng 17 từ TP Đà Lạt đi TP Bảo Lộc?,21,85,0,1,False,False,False,False,False,True,False,False
82238_1,factoid,"Phim ""Chúng ta của 8 năm sau"" tập 48 được phát sóng vào thời gian nào và trên kênh nào?",20,87,13,1,True,False,False,False,False,False,False,False
82238_2,event_summary,Những sự kiện chính nào đã giúp Dương và Lâm lật tẩy lão Khiêm trong cuộc họp tại công ty Giang Khánh ở tập 47?,25,111,38,1,True,False,False,False,False,False,False,False
82238_3,cause_effect,Việc anh trai của lão Đại được bổ nhiệm làm giám đốc Sở Xây dựng gây ra hệ quả gì cho Giang Khánh và Lâm?,25,105,32,1,True,False,False,False,False,False,False,False
82238_4,entity_role,"Trong tập 48, cô giáo Nguyệt có thái độ và quyết định như thế nào trước lời đề nghị giao dự án thư viện của sếp Giang?",27,118,28,1,True,False,False,False,False,False,False,False
82238_5,unanswerable,Sếp Giang đã chuẩn bị kế hoạch cụ thể nào để chính thức tỏ tình với cô giáo Nguyệt trong tập 48?,22,96,0,1,False,False,False,False,False,False,False,False
27668_1,factoid,Bộ Y tế đã cấp phép lưu hành vắc-xin sốt xuất huyết Dengue tại Việt Nam vào thời gian nào?,20,90,2,1,True,False,False,False,False,False,False,False
27668_2,event_summary,Bài báo phản ánh thực trạng và những thách thức chính trong công tác phòng chống sốt xuất huyết Dengue tại Việt Nam hiện nay như thế nào?,28,137,66,1,True,False,False,False,False,False,False,False
27668_3,cause_effect,Tình trạng hạn hán và xâm nhập mặn ở Đồng bằng sông Cửu Long đã tác động như thế nào đến nguy cơ bùng phát sốt xuất huyết Dengue?,29,129,39,1,True,False,False,False,False,False,False,False
27668_4,entity_role,Tập đoàn Takeda và bác sĩ Derek Wallace đóng vai trò gì trong chiến lược phòng chống sốt xuất huyết Dengue được đề cập trong bài?,26,129,44,1,True,False,False,False,False,False,False,False
27668_5,claim_verification,Nhận định cho rằng người dân tại các khu vực đã được phun thuốc diệt muỗi đã hoàn toàn loại bỏ được thói quen tích trữ nước đọng và ổ lăng quăng sau mỗi đợt mưa lớn là đúng hay sai theo bài báo?,44,194,44,1,True,False,False,False,False,False,False,False
121117_1,factoid,"Tính đến ngày 12.5, tổng số người thiệt mạng và bị thương tại Dải Gaza được cơ quan y tế ghi nhận là bao nhiêu?",25,111,15,1,True,False,False,False,False,True,False,False
121117_2,event_summary,Bài báo phản ánh những diễn biến chính nào về tình hình xung đột và nhân đạo tại Dải Gaza tính đến giữa tháng 5?,25,112,52,1,True,False,False,False,False,False,False,False
121117_3,cause_effect,Nguyên nhân nào khiến Lực lượng Phòng vệ Israel (IDF) tiến hành chiến dịch tấn công vào khu vực Jabalia ở miền bắc Gaza?,24,120,19,1,True,False,False,False,False,False,True,False
121117_4,entity_role,Cơ quan Liên Hiệp Quốc về người tị nạn Palestine đóng vai trò gì và cung cấp thông tin gì liên quan đến tình hình tại Rafah?,27,124,30,1,True,False,False,False,False,False,False,False
121117_5,unanswerable,Chính phủ Mỹ đã cung cấp những loại vũ khí cụ thể nào cho Israel trước khi quyết định dừng chuyển bom?,22,102,0,1,False,False,False,False,False,False,False,False
164034_1,factoid,NSND Thu Hà bắt đầu sự nghiệp diễn xuất bằng cách tham gia đoàn nghệ thuật nào khi mới 16 tuổi?,21,95,6,1,True,False,False,False,False,False,False,False
164034_2,event_summary,Sự trở lại của NSND Thu Hà với phim truyền hình trong tác phẩm 'Hướng dương ngược nắng' có điểm gì nổi bật về mặt hình tượng nhân vật?,29,134,40,1,True,False,False,False,False,False,False,False
164034_3,entity_role,"Trong giai đoạn dòng phim 'mì ăn liền' miền Nam phát triển, NSND Thu Hà đã đóng vai trò gì và có vị thế như thế nào so với các diễn viên miền Nam?",34,146,45,1,True,False,False,False,False,False,False,False
164034_4,comparison,Thái độ và mức độ tham gia của NSND Thu Hà đối với điện ảnh và sân khấu ở tuổi U60 có sự khác biệt như thế nào?,28,111,53,1,True,False,False,False,False,False,False,False
164034_5,unanswerable,Người chồng thứ hai của NSND Thu Hà đã hỗ trợ chị những công việc cụ thể nào trong quá trình chị quay trở lại đóng phim 'Hướng dương ngược nắng'?,31,145,0,1,False,False,False,False,False,False,False,False
223075_1,factoid,Liên đoàn bóng đá Indonesia (PSSI) đang nhắm tới những cầu thủ nào để bổ sung cho vòng loại World Cup 2026?,22,107,11,1,True,False,False,False,False,False,False,False
223075_2,event_summary,Bài báo đề cập đến diễn biến gì liên quan đến đối thủ của tuyển Việt Nam tại vòng loại World Cup 2026 và góc nhìn của giới chuyên môn?,30,134,45,1,True,False,False,False,False,False,False,False
223075_3,comparison,Chất lượng của nhóm 5 cầu thủ được PSSI nhắm tới nhập tịch lần này được đánh giá như thế nào so với dàn cầu thủ nhập tịch trước đây của Indonesia?,32,146,36,1,True,False,False,False,False,False,False,False
223075_4,cause_effect,Việc tuyển Việt Nam nhận thất bại trước Indonesia tại Asian Cup đã dẫn đến hệ quả gì đối với hành trình của đội tại giải đấu này?,28,129,22,1,True,False,False,False,False,False,False,False
223075_5,unanswerable,HLV Troussier sẽ sử dụng chiến thuật và sơ đồ chiến thuật cụ thể nào trong cuộc tái đấu với Indonesia vào tháng 3 tới?,25,118,0,1,False,False,False,False,False,False,False,False
98783_1,factoid,"Tủ sách ""Góc Ấn Độ"" được tặng cho Trường THPT chuyên Lương Văn Chánh gồm bao nhiêu cuốn sách?",19,93,3,1,True,False,False,False,False,True,False,False
98783_2,event_summary,Sự kiện chính được diễn ra tại Trường THPT chuyên Lương Văn Chánh vào sáng 13.12 là gì?,18,87,26,1,True,False,False,False,False,False,False,True
98783_3,entity_role,"Ông Huỳnh Tấn Châu giữ vai trò gì và có phát biểu như thế nào tại buổi lễ khánh thành ""Góc Ấn Độ""?",23,98,39,1,True,False,False,False,False,False,False,False
98783_4,cause_effect,Ông Madan Mohan Sethi mong muốn thiết lập các lớp học trực tuyến giao lưu giữa học sinh hai nước nhằm mục đích gì?,24,114,12,1,True,False,False,False,False,False,False,False
98783_5,unanswerable,Ông Madan Mohan Sethi đã dành bao nhiêu thời gian để giao lưu và chia sẻ cách đọc sách hiệu quả với các học sinh Trường THPT chuyên Lương Văn Chánh?,31,148,0,1,False,False,False,False,False,True,False,False
100777_1,factoid,Trường THPT Thị xã Quảng Trị được thành lập vào ngày nào và với tên gọi ban đầu là gì?,20,86,19,1,True,False,False,True,False,False,False,True
100777_2,event_summary,Bài báo nói về sự kiện chính nào của Trường THPT Thị xã Quảng Trị?,15,66,60,1,True,False,False,False,False,False,False,False
100777_3,comparison,Kinh nghiệm giáo dục từ miền Bắc và kinh nghiệm giáo dục từ Trường Nguyễn Hoàng (miền Nam) khác nhau như thế nào khi kết hợp tại trường?,28,136,74,1,True,False,False,False,False,False,False,False
100777_4,entity_role,Trần Vinh Khánh có vai trò và thành tích gì đặc biệt đối với Trường THPT Thị xã Quảng Trị?,20,90,36,1,True,False,False,False,False,False,False,False
100777_5,unanswerable,Trường THPT Thị xã Quảng Trị hiện có bao nhiêu học sinh đang theo học?,15,70,0,1,False,False,False,False,False,True,False,False
261200_1,factoid,Ông Zhou Heping bắt đầu tập thể dục từ năm bao nhiêu tuổi?,13,58,10,1,True,False,False,False,False,True,False,False
261200_2,event_summary,Bài báo nói về sự kiện gì liên quan đến ông Zhou Heping?,13,56,55,1,True,False,False,False,False,False,False,False
261200_3,cause_effect,Vì sao sức chịu đựng của ông Zhou Heping ngày càng tốt hơn khi còn trẻ?,16,71,45,1,True,False,False,False,False,False,True,False
261200_4,entity_role,Ông Zhou Heping giải thích lý do chọn động tác bò xuống bậc thang bằng 2 tay và 2 chân là gì?,22,93,22,1,True,False,False,False,False,False,False,True
261200_5,unanswerable,Ông Zhou Heping cảm thấy thế nào khi được nhiều người chú ý và hỏi về bí quyết giữ gìn sức khỏe?,22,96,0,1,False,False,False,False,False,False,False,False
189300_1,factoid,Từ ngày nào các ngân hàng sẽ tạm dừng giao dịch thanh toán điện tử đối với khách hàng tổ chức chưa cập nhật sinh trắc học của người đại diện hợp pháp?,33,150,3,1,True,False,False,True,False,False,False,False
189300_2,event_summary,Bài báo phản ánh sự kiện chính nào liên quan đến giao dịch ngân hàng trực tuyến?,17,80,73,1,True,False,False,False,False,False,False,False
189300_3,cause_effect,Vì sao Ngân hàng Nhà nước yêu cầu ngừng giao dịch trực tuyến với các tài khoản chưa đồng bộ dữ liệu định danh và sinh trắc học?,28,127,29,1,True,False,False,False,False,False,True,False
189300_4,entity_role,Hệ thống SIMO của Ngân hàng Nhà nước có vai trò gì trong hoạt động thanh toán?,17,78,70,1,True,False,False,False,False,False,False,False
189300_5,claim_verification,"Nhận định: 'Trong giai đoạn 2015-2025, giao dịch qua Mobile tăng mạnh hơn giao dịch qua Internet cả về số lượng lẫn giá trị.' Nhận định này đúng hay sai theo bài báo?",33,166,41,1,True,False,False,False,False,True,False,False
173365_1,factoid,Thời gian dự kiến diễn ra kỳ thi tốt nghiệp trung học phổ thông năm 2025 là khi nào?,19,84,4,1,True,False,False,True,False,False,False,False
173365_2,event_summary,Bài báo thông tin về những nội dung chính nào liên quan đến lịch nghỉ lễ và năm học 2024-2025?,20,94,49,1,True,False,False,False,False,False,False,False
173365_3,cause_effect,"Vì sao công chức, viên chức và người lao động được nghỉ 3 ngày liên tiếp trong dịp Giỗ Tổ Hùng Vương?",22,101,31,1,True,False,False,False,False,False,True,False
173365_4,entity_role,Bộ GD-ĐT có vai trò gì trong việc thiết lập các mốc thời gian quan trọng của năm học 2024-2025?,20,95,35,1,True,False,False,False,False,False,False,False
173365_5,unanswerable,Những tỉnh thành nào sẽ cho học sinh nghỉ hè sớm nhất sau khi kết thúc năm học 2024-2025?,19,89,0,1,False,False,False,False,False,False,False,False
248463_1,factoid,"Theo nghiên cứu của Geotab, mức suy giảm dung lượng trung bình của pin xe điện là bao nhiêu phần trăm mỗi năm?",23,110,4,1,True,False,False,False,False,True,False,False
248463_2,event_summary,Bài báo đề cập đến kết quả chính nào từ nghiên cứu của Geotab về tuổi thọ pin xe điện?,20,86,43,1,True,False,False,False,False,False,False,False
248463_3,cause_effect,Việc đỗ xe dưới trời nắng nóng hoặc sạc pin trong môi trường nhiệt độ cao gây ra hệ quả gì đối với tuổi thọ pin xe điện?,28,120,18,1,True,False,False,False,False,False,False,False
248463_4,comparison,"Giữa pin niken-mangan-coban (NMC) và pin lithium-sắt-phosphate (LFP), loại nào có yêu cầu nghiêm ngặt hơn về mức giới hạn sạc để duy trì độ bền?",26,144,31,1,True,False,False,False,False,False,False,False
248463_5,unanswerable,"Theo dữ liệu của Geotab, thương hiệu xe điện cụ thể nào ghi nhận tỷ lệ lỗi pin thấp nhất trong số hơn 10.000 xe được khảo sát?",28,126,0,1,False,False,False,False,False,False,False,False
165582_1,factoid,Siêu mẫu Elsa Hosk đã mặc chiếc áo lót trị giá bao nhiêu tiền trong show diễn Victoria's Secret năm 2018?,21,105,3,1,True,False,False,False,False,True,False,False
165582_2,event_summary,Sự kiện siêu mẫu Elsa Hosk xuất hiện trong bộ ảnh khoả thân hoàn toàn gần đây mang mục đích gì và thu hút sự chú ý ra sao?,29,122,42,1,True,False,False,False,False,False,False,False
165582_3,entity_role,Doanh nhân Tom Daly có mối quan hệ như thế nào với siêu mẫu Elsa Hosk được nhắc đến trong bài?,21,94,30,1,True,False,False,False,False,False,False,False
165582_4,cause_effect,Điều gì giúp Elsa Hosk vẫn giữ được sức hút và được các thương hiệu lớn yêu thích dù đã ở tuổi U40 và là mẹ một con?,28,116,33,1,True,False,False,False,False,False,False,True
165582_5,unanswerable,Elsa Hosk đã nhận được khoản thù lao bao nhiêu cho bộ ảnh khoả thân quảng cáo hãng giày Ý lần này?,22,98,0,1,False,False,False,False,False,True,False,False
143907_1,factoid,Mazda2 có giá bán khởi điểm từ bao nhiêu và có những tùy chọn kiểu dáng nào?,17,76,18,1,True,False,False,False,False,True,False,False
143907_2,event_summary,Bộ đôi Mazda2 và Mazda CX-3 thế hệ mới có những điểm nổi bật nào để thu hút khách hàng?,20,87,62,1,True,False,False,False,False,False,False,False
143907_3,comparison,Mức giá bán khởi điểm của Mazda2 và Mazda CX-3 chênh lệch nhau như thế nào?,16,75,24,1,True,False,False,False,False,False,False,False
143907_4,cause_effect,Thiết kế không gian xe Mazda2 theo xu hướng 'Less is more' mang lại hệ quả gì cho trải nghiệm người lái?,22,104,28,1,True,False,False,False,False,False,False,False
143907_5,unanswerable,Chính sách bảo hành 5 năm hoặc 150.000 km của Mazda có thời gian dài hơn hay ngắn hơn so với các đối thủ cạnh tranh trực tiếp trong phân khúc?,31,142,0,1,False,False,False,False,False,False,False,False
192779_1,factoid,Dãy số may mắn và cặp số vàng để so giải Jackpot 2 trong kỳ quay thứ 1048 của Vietlott là gì?,22,93,22,1,True,False,False,False,False,False,False,True
192779_2,event_summary,Sự kiện chính được thông báo trong kỳ quay số mở thưởng lần thứ 1048 và xu hướng trúng thưởng gần đây của giải Jackpot 2 là gì?,28,127,47,1,True,False,False,False,False,False,False,True
192779_3,comparison,Giá trị giải Jackpot 2 trong kỳ quay thứ 1045 và kỳ quay thứ 1043 chênh lệch nhau như thế nào?,21,94,38,1,True,False,False,False,False,False,False,False
192779_4,cause_effect,Hệ quả của việc người trúng thưởng Vietlott không đến lĩnh giải trong thời hạn quy định là gì?,19,94,27,1,True,False,False,False,False,False,False,True
192779_5,unanswerable,"Người trúng giải Jackpot 2 trị giá gần 3,97 tỷ đồng trong kỳ quay thứ 1048 làm nghề gì và dự định sử dụng số tiền này như thế nào?",30,130,0,1,False,False,False,False,False,False,False,False
143143_1,factoid,"Tháng 4 năm 2025, các đại lý ủy quyền của TC Motor đã bán ra bao nhiêu xe Hyundai Santa Fe?",21,91,2,1,True,False,False,False,False,True,False,False
143143_2,event_summary,Bài báo phản ánh thực trạng chung của thị trường ô tô Việt Nam thông qua sự thay đổi vị thế của những mẫu xe nào?,26,113,42,1,True,False,False,False,False,False,False,False
143143_3,cause_effect,"Theo các chuyên gia, nguyên nhân chính nào khiến Toyota Fortuner ngày càng suy yếu và bị Ford Everest vượt mặt về doanh số?",24,123,31,1,True,False,False,False,False,False,True,False
143143_4,comparison,Doanh số năm 2022 của KIA Morning chênh lệch như thế nào so với VinFast Fadil và Hyundai Grand i10?,20,99,25,1,True,False,False,False,False,False,False,False
143143_5,unanswerable,Toyota Fortuner sẽ được trang bị những tính năng công nghệ an toàn cụ thể nào trong phiên bản nâng cấp dự kiến ra mắt vào cuối năm 2025?,29,136,0,1,False,False,False,False,False,False,False,False
41977_1,factoid,Lamine Yamal chính thức ra mắt đội một Barcelona vào ngày tháng năm nào và ở độ tuổi bao nhiêu?,20,95,8,1,True,False,False,True,False,True,False,False
41977_2,event_summary,Bài báo tóm tắt những cột mốc và thành tựu nổi bật nào trong sự nghiệp của Lamine Yamal tính đến mùa giải 2024-2025?,24,116,50,1,True,False,False,False,False,False,False,False
41977_3,entity_role,Mounir Nasraoui là ai và ông đã có phản ứng như thế nào tại gala Quả bóng vàng 2025?,19,84,27,1,True,False,True,False,False,False,False,False
41977_4,comparison,So sánh độ tuổi của Lamine Yamal khi ra mắt câu lạc bộ Barcelona và khi ra mắt đội tuyển quốc gia Tây Ban Nha.,25,110,26,1,True,False,False,False,False,False,False,False
41977_5,claim_verification,Nhận định sau đúng hay sai theo bài báo: 'Lamine Yamal đã giành được danh hiệu Quả bóng vàng năm 2025 tại gala'.,23,112,26,1,True,False,False,False,False,False,False,False
132947_1,factoid,"Dự án đường Trường Chinh có tổng mức đầu tư bao nhiêu và được phê duyệt nâng cấp, mở rộng từ năm nào?",23,101,9,1,True,False,False,True,False,True,False,False
132947_2,event_summary,Nội dung chính của bài báo phản ánh thực trạng và hướng giải quyết đối với các dự án hạ tầng trọng điểm ở phía tây như thế nào?,29,127,59,1,True,False,False,False,False,False,False,False
132947_3,cause_effect,Nguyên nhân chính khiến gói thầu số 3 của dự án đường trục chính phía tây TP.Kon Tum (cũ) dài hơn 8 km chưa thể bắt đầu thi công là gì?,31,135,18,1,True,False,False,False,False,False,True,True
132947_4,entity_role,Ông Nguyễn Ngọc Sâm đã đưa ra những yêu cầu gì đối với các đơn vị liên quan để đảm bảo tiến độ giải phóng mặt bằng cho các dự án trọng điểm?,33,140,43,1,True,False,False,False,False,False,False,False
132947_5,unanswerable,Những vụ tai nạn giao thông xảy ra trên tuyến đường Trường Chinh do thi công dở dang đã khiến bao nhiêu người thương vong?,25,122,0,1,False,False,False,False,False,True,False,False
9567_1,factoid,Nhân vật Ali Meo Meo trong phim 'Wolfoo và cuộc đua tam giới' có đặc điểm gì nổi bật về tuổi tác và kỹ năng?,25,108,12,1,True,False,False,False,False,False,False,False
9567_2,event_summary,Nội dung chính của phần phim chiếu rạp 'Wolfoo và cuộc đua tam giới' xoay quanh những sự kiện gì?,20,97,49,1,True,False,False,False,False,False,False,False
9567_3,entity_role,Anh Nguyễn Ánh Tùng giữ vai trò gì trong dự án phim 'Wolfoo và cuộc đua tam giới' và ông đã chia sẻ mục tiêu nào cho thương hiệu này?,30,133,38,1,True,False,False,False,False,False,False,False
9567_4,comparison,Mối quan hệ cha con của nhân vật chính và tuyến nhân vật phản diện trong phim được xây dựng tương phản như thế nào để truyền tải thông điệp?,30,140,41,1,True,False,False,False,False,False,False,False
9567_5,claim_verification,Nhận định sau đúng hay sai: 'Wolfoo và cuộc đua tam giới' bị đánh giá là có bước lùi về mặt kỹ thuật so với các phim hoạt hình Việt trước đó do tập trung quá nhiều vào các câu thoại bắt trend.,43,192,38,1,True,False,False,False,False,False,False,False
68875_1,factoid,"Trong sự kiện UpRace 2023, Câu lạc bộ The Ceramic Man đã chinh phục được cột mốc bao nhiêu km chỉ trong chưa đầy 3 tuần?",26,120,2,1,True,False,False,False,False,True,False,False
68875_2,event_summary,Bài báo tóm tắt như thế nào về những đóng góp và thành tựu của Minh Long thông qua các hoạt động thiện nguyện và thể thao?,27,122,56,1,True,False,False,False,False,False,False,False
68875_3,entity_role,Câu lạc bộ chạy The Ceramic Man đóng vai trò gì trong hành trình đồng hành cùng UpRace của Minh Long?,21,101,41,1,True,False,False,False,False,False,False,False
68875_4,cause_effect,Đặc điểm nào của ứng dụng UpRace khiến ông Lý Huy Sáng đánh giá cao về tính minh bạch và sự thuận tiện?,23,103,47,1,True,False,False,False,False,False,False,False
